perturbation,n_cells,target_in_subset,diag_batch_js_divergence,diag_batch_n_batches_covered,diag_batch_status,diag_batch_stratum,diag_cellcycle_g2m_score_diff,diag_cellcycle_phase_chi2_p,diag_cellcycle_phase_shifted,diag_cellcycle_s_score_diff,diag_cellcycle_status,diag_kd_ctrl_norm_mean,diag_kd_pert_norm_mean,diag_kd_residual_ratio,diag_kd_stratum,diag_status
CCDC144A,117,False,0.0905632612655212,44,ok,medium,0.0273512910558483,0.1520903131908424,False,-0.0263419907551888,ok,,,,target_not_measured,kd_unmeasurable
CCDC144NL,87,False,0.1556317991365558,37,ok,high,-0.0025340581569131,0.5043488698615752,False,-0.002894681610597,ok,,,,target_not_measured,kd_unmeasurable
CCDC174,104,False,0.0870227025120417,44,ok,medium,-0.0314490253989059,7.671977023942142e-05,False,-0.0690679190829666,ok,,,,target_not_measured,kd_unmeasurable
CCDC59,125,False,0.0732855546166993,45,ok,medium,-0.0720901727598097,0.0003863068321271,False,-0.004491676121785,ok,,,,target_not_measured,kd_unmeasurable
CCDC78,142,False,0.055870679786147,46,ok,low,0.0118829666516832,0.7117640515137613,False,0.0106134248019738,ok,,,,target_not_measured,kd_unmeasurable
CCDC84,79,False,0.1449573879539994,38,ok,high,-0.0032014809663413,9.040937437427235e-05,False,-0.0707988600841253,ok,,,,target_not_measured,kd_unmeasurable
CCDC86,253,False,0.0408348074047489,48,ok,low,-0.076366447058039,3.482621731258366e-15,True,-0.0385464386209082,ok,,,,target_not_measured,kd_unmeasurable
CCNA2,24,False,0.4049825719899938,19,ok,high,-0.0535886143804764,0.5965120596696616,False,0.0432348391554949,ok,,,,target_not_measured,kd_unmeasurable
CCNB1,158,False,0.084776088470213,42,ok,medium,-0.0083842800100122,0.356990339632715,False,-0.0037832958786822,ok,,,,target_not_measured,kd_unmeasurable
CCND1,146,False,0.0713247445625341,45,ok,medium,-0.0215385026733987,0.2673681245446606,False,0.0229607293490565,ok,,,,target_not_measured,kd_unmeasurable
CCNH,79,False,0.171022831837226,36,ok,high,-0.0182354013296325,0.6156910296425255,False,-0.0239410611243784,ok,,,,target_not_measured,kd_unmeasurable
CCNK,327,False,0.0340335802929402,48,ok,low,-0.0053687579099871,0.2031779044869368,False,0.0125992615409689,ok,,,,target_not_measured,kd_unmeasurable
CCNL1,177,False,0.061208300102946,47,ok,low,0.0099211242934783,0.7278047489213108,False,0.0128892433817661,ok,,,,target_not_measured,kd_unmeasurable
CCP110,47,False,0.1794145058035387,34,ok,high,0.0096052534510838,0.9503219713951137,False,0.0043660806884736,ok,,,,target_not_measured,kd_unmeasurable
CCT2,199,True,0.0410916420413962,48,ok,low,0.0235681284648334,0.0714921983639358,False,-0.0351688771975201,ok,4.7032031270595205,0.5734410292775919,0.1219256353140145,strong,full
CCT3,234,True,0.0306217668416812,48,ok,low,-0.0032012353061174,0.3933248643008274,False,-0.0330338487919409,ok,7.591771769010712,0.7974751546018345,0.1050446692637803,strong,full
CCT4,251,True,0.0303630058844372,48,ok,low,-0.0098124720283515,0.0114763934587186,False,-0.0310697640271743,ok,4.183737206442674,0.7354951079228623,0.1757985914579551,strong,full
CCT5,66,False,0.1950743892281263,35,ok,high,0.0120158409498266,0.2700978784606436,False,-0.032619397494505,ok,,,,target_not_measured,kd_unmeasurable
CCT6A,131,False,0.0803013732806169,45,ok,medium,0.0298199175041291,0.5346667532676818,False,-0.0106138358441233,ok,,,,target_not_measured,kd_unmeasurable
CCT7,152,True,0.0785929361195486,44,ok,medium,0.0143046492546113,0.0129728056105224,False,-0.0333255086083208,ok,3.483116901420279,0.3283824443101689,0.0942783298993689,strong,full
CCT8,111,False,0.0873986998400534,44,ok,medium,-0.0385350736511971,0.0049191097680618,False,0.0170024221269093,ok,,,,target_not_measured,kd_unmeasurable
CD2BP2,132,False,0.072288303144012,44,ok,medium,-0.0068297048683551,0.7877976782254495,False,-0.003822115489202,ok,,,,target_not_measured,kd_unmeasurable
CD3EAP,88,False,0.1362318917718297,39,ok,high,-0.0408420299638097,0.072643516742819,False,0.0161636861220858,ok,,,,target_not_measured,kd_unmeasurable
CD8B,112,False,0.0893455506704266,43,ok,medium,-0.000751009255774,0.5269524151484368,False,0.0107067183501378,ok,,,,target_not_measured,kd_unmeasurable
CDAN1,137,False,0.0611361730761822,47,ok,low,-0.0028903729375323,0.477250177446995,False,0.0125122334281226,ok,,,,target_not_measured,kd_unmeasurable
CDC123,112,False,0.1229508509622932,41,ok,high,-0.0039806528933633,0.2607454670058121,False,-0.0248333752855764,ok,,,,target_not_measured,kd_unmeasurable
CDC16,165,False,0.0389502537828018,48,ok,low,-0.0041049426195673,1.7361551796763136e-06,True,-0.0499091193229899,ok,,,,target_not_measured,kd_unmeasurable
CDC20,115,False,0.1185370323442849,42,ok,medium,0.0433972212283641,0.0515803172918412,False,-0.0333248074875485,ok,,,,target_not_measured,kd_unmeasurable
CDC23,177,False,0.0441693082857031,48,ok,low,0.0498566174426874,9.501902761047536e-07,True,-0.0679407355967649,ok,,,,target_not_measured,kd_unmeasurable
CDC26,45,False,0.2022669937478493,32,ok,high,-0.006765007477143,0.340038685552316,False,-0.0296288091738606,ok,,,,target_not_measured,kd_unmeasurable
CDC27,366,True,0.0160614243714985,48,ok,low,0.0180357964169006,0.0015638970945125,False,-0.0303688371346689,ok,0.6726268341701487,0.3426155351150714,0.509369412146294,weak,full
CDC37,174,True,0.0587858936349804,46,ok,low,-0.0164552585603614,0.9350852649616748,False,-0.0036576689323211,ok,1.7535147119229046,1.7604396577808246,1.003949180358074,weak,full
CDC40,107,False,0.0960313627824002,43,ok,medium,-0.0284156676734359,0.1103969934936,False,-0.0260679583487106,ok,,,,target_not_measured,kd_unmeasurable
CDC42,70,False,0.1867486754987332,35,ok,high,-0.0108330268123811,0.5678064747959753,False,0.0052084113837806,ok,,,,target_not_measured,kd_unmeasurable
CDC45,92,False,0.1247899422599014,40,ok,high,-0.0280333611877227,0.2166939262261094,False,-0.0247271095988528,ok,,,,target_not_measured,kd_unmeasurable
CDC5L,99,False,0.1034444328170765,43,ok,medium,-0.0105175252920925,9.074786549789484e-12,True,-0.0919660293621818,ok,,,,target_not_measured,kd_unmeasurable
CDC6,192,False,0.0374322557377556,47,ok,low,0.0369476083139506,0.0004392089761918,False,-0.0308048383288019,ok,,,,target_not_measured,kd_unmeasurable
CDC7,95,False,0.1081590281081511,42,ok,medium,0.014483717802506,0.417309439434556,False,0.0013814794160212,ok,,,,target_not_measured,kd_unmeasurable
CDC73,171,False,0.047035266048143,48,ok,low,0.0646556016244943,0.0275650133617181,False,0.0155114524996469,ok,,,,target_not_measured,kd_unmeasurable
CDCA5,61,False,0.1653638368425918,36,ok,high,-0.0017079359343015,0.8453641246562695,False,-0.0243302817387673,ok,,,,target_not_measured,kd_unmeasurable
CDCA8,82,False,0.1736333507724353,37,ok,high,-0.0257305383617365,0.1693559262418459,False,-0.0043784632635294,ok,,,,target_not_measured,kd_unmeasurable
CDIPT,247,False,0.0346263783499403,48,ok,low,0.0069654433904412,0.406227942215988,False,-0.0127899234491609,ok,,,,target_not_measured,kd_unmeasurable
CDK1,347,True,0.0293452331128715,48,ok,low,-0.0066746152053083,4.2087346796823186e-08,True,-0.0535295622821131,ok,1.2948758593767171,0.4643374618344983,0.358596122147188,medium,full
CDK11A,269,False,0.034532034397778,48,ok,low,-0.0002593524457428,0.7068082046548418,False,-0.0028423690536128,ok,,,,target_not_measured,kd_unmeasurable
CDK2,105,False,0.0811102991470974,44,ok,medium,-0.009344517569524,0.0683634453477147,False,0.0127873604816854,ok,,,,target_not_measured,kd_unmeasurable
CDK7,18,False,0.4575069668529916,16,ok,high,-0.0437093413526986,0.0974120615152284,False,-0.014152394194505,ok,,,,target_not_measured,kd_unmeasurable
CDK9,140,False,0.0583146394825881,46,ok,low,-0.0107833176630954,0.8826746394806009,False,-0.0036643665816479,ok,,,,target_not_measured,kd_unmeasurable
CDT1,28,False,0.3310635244653418,23,ok,high,-0.0055599859638097,0.937981434899876,False,0.0195704909054949,ok,,,,target_not_measured,kd_unmeasurable
CEBPZ,113,False,0.1122260999783128,42,ok,medium,-0.0694478741434557,0.0009899128731995,False,-0.0297180202033546,ok,,,,target_not_measured,kd_unmeasurable
CENPA,76,False,0.1759558788378164,35,ok,high,0.0162242630006639,0.6323749414973623,False,-0.0301910536155576,ok,,,,target_not_measured,kd_unmeasurable
CENPC,124,False,0.0784195081879357,44,ok,medium,0.0072404902587708,0.000946496209138,False,-0.0681509068251502,ok,,,,target_not_measured,kd_unmeasurable
CENPE,177,False,0.0546680679306501,48,ok,low,0.0040379412424049,0.0001244359240433,False,-0.0388613507637141,ok,,,,target_not_measured,kd_unmeasurable
CENPH,63,False,0.1572919979860913,38,ok,high,0.0395823144790473,0.2786331888890648,False,-0.0097958097981558,ok,,,,target_not_measured,kd_unmeasurable
CENPI,42,False,0.3224865934821425,25,ok,high,0.0804912969171426,0.0094062022214609,False,-0.0408425710992669,ok,,,,target_not_measured,kd_unmeasurable
CENPJ,282,False,0.0224690723085806,48,ok,low,-0.0219992783857955,4.071311452002249e-05,False,-0.0355624155750015,ok,,,,target_not_measured,kd_unmeasurable
CENPK,97,False,0.0972636258649482,43,ok,medium,-0.034290240602985,0.0001067520763384,False,-0.0482665603336803,ok,,,,target_not_measured,kd_unmeasurable
CENPN,147,False,0.0447924543177572,47,ok,low,0.0052100642483059,0.968520493941278,False,-0.000463108316954,ok,,,,target_not_measured,kd_unmeasurable
CENPT,65,False,0.1823811561059831,34,ok,high,-0.0129481177099635,0.4496885183117755,False,-0.0023572687037358,ok,,,,target_not_measured,kd_unmeasurable
CENPW,72,False,0.1894830286521568,36,ok,high,0.0179042906334124,0.6233785457528824,False,0.021666126625356,ok,,,,target_not_measured,kd_unmeasurable
CEP152,153,False,0.0837908201854944,44,ok,medium,0.0285062402727915,0.2476915657082428,False,-0.0099102673677076,ok,,,,target_not_measured,kd_unmeasurable
CEP192,202,False,0.0355904201423856,48,ok,low,0.0175097331518338,0.0023738411799378,False,-0.0407492687999506,ok,,,,target_not_measured,kd_unmeasurable
CEP68,68,False,0.1609732694464724,36,ok,high,-0.0366691796343979,0.0354675640639187,False,0.0376131620952008,ok,,,,target_not_measured,kd_unmeasurable
CEP85,129,False,0.0783369094917016,44,ok,medium,-0.0310604083240733,0.575369471880113,False,0.0024288007489057,ok,,,,target_not_measured,kd_unmeasurable
CEP97,135,False,0.0702286285986132,46,ok,medium,0.0007335867265606,0.6527768215951322,False,0.0067381934351245,ok,,,,target_not_measured,kd_unmeasurable
CFDP1,157,False,0.0800237737785301,45,ok,medium,-0.0010636233345103,0.3846204004706111,False,0.0233816913598261,ok,,,,target_not_measured,kd_unmeasurable
CFL1,23,False,0.4275070855862273,18,ok,high,0.0021113496231467,0.9874419249142854,False,-0.0071518926075485,ok,,,,target_not_measured,kd_unmeasurable
CHAF1A,38,False,0.3148166835653372,25,ok,high,0.0254575906204007,0.0732647336504919,False,0.0206794355686528,ok,,,,target_not_measured,kd_unmeasurable
CHAF1B,84,False,0.1193803869991227,41,ok,medium,0.008945804423095,0.2079550064161464,False,0.0262628019054949,ok,,,,target_not_measured,kd_unmeasurable
CHCHD1,84,False,0.0914920731333605,42,ok,medium,0.0259218370183331,0.3423597217627401,False,-0.0319146491377193,ok,,,,target_not_measured,kd_unmeasurable
CHCHD2,90,False,0.1348274785412433,39,ok,high,2.5779539680401142e-06,0.5074262989840328,False,-0.0049461246778383,ok,,,,target_not_measured,kd_unmeasurable
CHCHD4,140,False,0.0937097914903873,43,ok,medium,-0.0053414689823097,0.0302671543559923,False,-0.0326780880852193,ok,,,,target_not_measured,kd_unmeasurable
CHD4,44,False,0.2589000203113906,29,ok,high,0.0232996193907356,0.8357921741214082,False,-0.0156594046240505,ok,,,,target_not_measured,kd_unmeasurable
CHEK1,295,True,0.0226064581909838,48,ok,low,0.0585794022531394,2.03843290942744e-05,True,-0.0470292582306406,ok,0.868555071183923,0.3339886490866785,0.384533646935502,medium,full
CHERP,67,False,0.1615958102839911,38,ok,high,-0.0298240563906754,0.0093672251552639,False,-0.0323788687840573,ok,,,,target_not_measured,kd_unmeasurable
CHMP1A,78,False,0.0991413383535908,41,ok,medium,-0.0011284985099635,0.4681086442318617,False,0.0003823741042128,ok,,,,target_not_measured,kd_unmeasurable
CHMP2A,93,False,0.1207751430864735,41,ok,medium,-0.0310024596517667,0.0002378129105,False,-0.0522265858557953,ok,,,,target_not_measured,kd_unmeasurable
CHMP3,130,False,0.0883117284585448,44,ok,medium,-0.1289667065576558,7.898685439519554e-32,True,-0.1435173348521973,ok,,,,target_not_measured,kd_unmeasurable
CHMP4B,71,False,0.1411668685073422,39,ok,high,-0.0449489559145139,0.1076457388926646,False,0.0047715799167625,ok,,,,target_not_measured,kd_unmeasurable
CHMP5,110,False,0.1725080906756911,38,ok,high,-0.0257835024238097,0.8965054828675016,False,-0.013198627824505,ok,,,,target_not_measured,kd_unmeasurable
CHMP6,624,False,0.0103486313497112,48,ok,low,-0.0260739804508289,1.2540793289552006e-13,True,-0.037179151212614,ok,,,,target_not_measured,kd_unmeasurable
CHMP7,240,False,0.0403878792993857,47,ok,low,0.0002878349386902,0.910304967438848,False,-0.00593277463588,ok,,,,target_not_measured,kd_unmeasurable
CHORDC1,259,True,0.0312318552021068,48,ok,low,0.0149553043953408,0.2166952188857876,False,-0.0168287466840803,ok,0.816558952716952,0.0716979579384826,0.0878049988918996,strong,full
CHTF18,97,False,0.0940472678475198,43,ok,medium,0.0368384252166026,0.089623540657115,False,-0.0275374259707937,ok,,,,target_not_measured,kd_unmeasurable
CHTF8,45,False,0.3072292274033328,27,ok,high,0.0070262904317458,0.1055560898989806,False,-0.0340069825700606,ok,,,,target_not_measured,kd_unmeasurable
CHTOP,149,False,0.1033840127487382,42,ok,medium,-0.0167338137760513,0.045781513251218,False,0.0069601769885821,ok,,,,target_not_measured,kd_unmeasurable
CIAO1,255,True,0.0428434248057744,48,ok,low,-0.0071451123955744,0.6552522626265687,False,0.0153060246807106,ok,0.7931237459516297,0.1427120005647865,0.1799366130357798,strong,full
CIAPIN1,151,False,0.0786146239774926,44,ok,medium,-0.0452553995271872,0.0006056072237735,False,0.0566945867029121,ok,,,,target_not_measured,kd_unmeasurable
CINP,78,False,0.1418318822108133,39,ok,high,-0.0524009050817584,0.1386501807980188,False,-0.0230911387425819,ok,,,,target_not_measured,kd_unmeasurable
CKAP5,315,True,0.0330047791570488,48,ok,low,-0.0197983219834922,0.0580678045964062,False,-0.014829467746251,ok,1.4194061297109293,0.6972605669600735,0.4912340114397526,medium,full
CLASRP,127,False,0.0881245416656456,44,ok,medium,-0.0305049940551483,0.0471639479891253,False,0.008537955660613,ok,,,,target_not_measured,kd_unmeasurable
CLCC1,47,False,0.2455941727208754,31,ok,high,-0.0363250323701927,0.3574847087760651,False,0.0226478772991119,ok,,,,target_not_measured,kd_unmeasurable
CLK2,88,False,0.1309462432756731,39,ok,high,0.0148668650986902,0.868485230265637,False,0.013179767133904,ok,,,,target_not_measured,kd_unmeasurable
CLNS1A,53,False,0.1441096968690651,37,ok,high,-0.0619374451279606,0.1022371182489098,False,0.0148816734168156,ok,,,,target_not_measured,kd_unmeasurable
CLP1,55,False,0.2030300430444081,33,ok,high,0.0813026862998266,0.0336253813005925,False,0.0089202970054949,ok,,,,target_not_measured,kd_unmeasurable
CLSPN,134,False,0.0779703325400953,45,ok,medium,0.0150276555411902,0.0288108186311953,False,-0.0396982800049528,ok,,,,target_not_measured,kd_unmeasurable
CLTC,157,True,0.0714980156901582,44,ok,medium,-0.0237548634364212,0.0486269483124282,False,0.0021276739800172,ok,2.6806771411750616,0.6053786746728235,0.2258305057980457,medium,full
CMPK1,173,False,0.0773023317611726,45,ok,medium,-0.0116109857933473,0.966508811348921,False,-0.0089964768962969,ok,,,,target_not_measured,kd_unmeasurable
CMTR1,145,False,0.0661546215569826,44,ok,medium,0.0389201317499833,0.4648934728444311,False,0.0160953921027363,ok,,,,target_not_measured,kd_unmeasurable
CNIH4,67,False,0.2336576495072552,32,ok,high,0.0099674772297723,0.4617205091669915,False,0.0312775015443009,ok,,,,target_not_measured,kd_unmeasurable
CNN2,197,False,0.0419360258244365,47,ok,low,0.0104304395042105,0.5410633452286635,False,-0.0084211422127791,ok,,,,target_not_measured,kd_unmeasurable
CNOT1,269,True,0.0298341201285508,48,ok,low,-0.0853297818727316,6.712579025112538e-38,True,-0.1247867372846909,ok,0.9028591533639408,0.2053577829796925,0.2274527341441409,medium,full
CNOT2,84,False,0.178660987257375,36,ok,high,-0.002139368174524,0.8340388587419842,False,-0.0126397734778383,ok,,,,target_not_measured,kd_unmeasurable
CNOT3,332,False,0.0229828973382749,48,ok,low,-0.0325631100928458,8.558050798189836e-17,True,-0.0484154136035412,ok,,,,target_not_measured,kd_unmeasurable
COA5,175,False,0.0570296079140181,47,ok,low,0.0211194254881902,0.1860593421723611,False,-0.0215157851682193,ok,,,,target_not_measured,kd_unmeasurable
COASY,247,False,0.0269501238957325,48,ok,low,0.0241946109507651,0.5057173287126513,False,0.00558488817492,ok,,,,target_not_measured,kd_unmeasurable
COG1,40,False,0.2749977793902399,27,ok,high,0.0434821984361902,0.6358334481704142,False,0.0035118123754949,ok,,,,target_not_measured,kd_unmeasurable
COG2,343,False,0.0237744725844809,48,ok,low,0.0028438729708841,0.5346708857230524,False,0.0004166774570984,ok,,,,target_not_measured,kd_unmeasurable
COG3,56,False,0.2067062173528594,33,ok,high,-0.0171067783691668,0.2233829678467548,False,-0.0081107701141479,ok,,,,target_not_measured,kd_unmeasurable
COG4,129,False,0.0687092348234376,46,ok,medium,0.0157663931292135,0.5788072567006324,False,0.0027894012401461,ok,,,,target_not_measured,kd_unmeasurable
COG6,183,False,0.0441878694396768,48,ok,low,0.0032530947547694,0.3823834662990578,False,0.0051813473122708,ok,,,,target_not_measured,kd_unmeasurable
COG8,47,False,0.2391532695935166,31,ok,high,-0.051712595974448,0.1148051559000932,False,0.0065172639225162,ok,,,,target_not_measured,kd_unmeasurable
COPA,243,False,0.0445386383848314,48,ok,low,-0.0246155923173076,1.6458065602137605e-06,True,-0.0419985222163157,ok,,,,target_not_measured,kd_unmeasurable
COPB1,91,False,0.1667581033496017,37,ok,high,0.0008945994263001,9.95959679554658e-05,False,-0.0709375898021973,ok,,,,target_not_measured,kd_unmeasurable
COPB2,129,False,0.084637617085234,45,ok,medium,-0.0551682866356702,9.066110477404942e-12,True,-0.0791922950193112,ok,,,,target_not_measured,kd_unmeasurable
COPE,143,False,0.0605487276200469,45,ok,low,0.0122425098117147,0.7755437144415007,False,0.0060499947472431,ok,,,,target_not_measured,kd_unmeasurable
COPG1,261,False,0.0411862361569793,48,ok,low,-0.0046634374883308,0.6419577048124474,False,0.0074439890352267,ok,,,,target_not_measured,kd_unmeasurable
COPS2,47,False,0.1824920628570132,34,ok,high,0.0540784045042753,0.2192889876221652,False,0.01415439037358,ok,,,,target_not_measured,kd_unmeasurable
COPS3,73,False,0.1648750737973251,37,ok,high,0.059047563908793,0.2419352040304236,False,0.0043364077438511,ok,,,,target_not_measured,kd_unmeasurable
COPS4,262,False,0.0380247843437407,47,ok,low,0.0310963367705414,0.0215546196902147,False,0.0335833052562392,ok,,,,target_not_measured,kd_unmeasurable
COPS5,98,False,0.1262619913416993,41,ok,high,0.0562526885827208,0.0157030381329547,False,0.0196178213503928,ok,,,,target_not_measured,kd_unmeasurable
